Test Type,RMSE,DTW min values,DTW max values,DTW avg values,DTW range values,min index,max index,DTW min values by class,DTW max values by class,DTW avg values by class,DTW range values by class,min index by class,max index by class
Beef with 9 segments for 5 permutations and nobottleneck,0.743090066693428,30.4060647256163,233.775928294545,78.5918170293634,203.369863568929,6,1,"[70.72923073973008, 30.406064725616336, 32.946729126889586, 44.99728254878942, 34.05870765290763]","[233.7759282945453, 123.15928405632422, 106.02823639958027, 120.75070547947203, 170.70913932100913]","[125.37023260331962, 67.70357480648629, 58.29299850575605, 72.68626065320225, 68.90601857805287]","[163.04669755481524, 92.75321933070789, 73.08150727269069, 75.7534229306826, 136.6504316681015]","[0, 6, 14, 23, 28]","[1, 9, 16, 22, 25]"
Beef with 9 segments for 6 permutations and nobottleneck,0.659275823985703,27.4341626336586,176.759116316205,70.7949770278134,149.324953682546,8,2,"[43.634786834831004, 27.434162633658627, 29.918407669825733, 29.33412375741494, 31.441149993162455]","[176.75911631620465, 153.41587985393718, 146.00328969718967, 65.59782766761498, 116.65597842842294]","[109.90408847806475, 64.56331168381548, 59.31651272949713, 49.239884144032494, 70.95108810365728]","[133.12432948137365, 125.98171722027855, 116.08488202736393, 36.263703910200036, 85.21482843526049]","[0, 8, 14, 22, 27]","[2, 9, 17, 23, 26]"
Beef with 9 segments for 7 permutations and nobottleneck,0.560643051790165,23.0195172199437,165.652079795155,59.5399941507862,142.632562575211,23,1,"[44.28577089737964, 30.68880712559038, 32.273632735626435, 23.01951721994368, 27.92294036962137]","[165.6520797951547, 77.76313703216769, 76.35526792382603, 76.84079916372667, 76.1568904626474]","[101.96317408366293, 43.86957163382249, 45.59623426372377, 50.24236879603663, 56.02862197668543]","[121.36630889777504, 47.07432990657731, 44.0816351881996, 53.82128194378299, 48.233950093026024]","[5, 11, 14, 23, 25]","[1, 9, 15, 20, 28]"
Beef with 9 segments for 8 permutations and nobottleneck,0.62581744805445,25.9228345728102,143.573850420402,67.7438024779227,117.651015847592,23,28,"[41.18326450903563, 27.109850103685638, 35.153328884206104, 25.92283457281024, 32.63170650681777]","[142.43193059429086, 106.97258012631798, 91.57772918667358, 121.41658104450578, 143.57385042040184]","[88.30115926223961, 48.04134159339458, 55.14838462292632, 76.16802885751072, 71.06009805354215]","[101.24866608525522, 79.86273002263235, 56.424400302467475, 95.49374647169554, 110.94214391358406]","[0, 6, 17, 23, 25]","[4, 9, 15, 19, 28]"
Beef with 9 segments for 9 permutations and nobottleneck,0.6127054128547,29.1525169941629,205.470459781252,81.3443985115194,176.317942787089,0,1,"[29.152516994162873, 51.86988257295975, 34.25976536122537, 45.210197535625305, 46.891631678805425]","[205.47045978125215, 128.65718533761037, 99.93671665539671, 108.30841304500618, 70.99400630520469]","[125.27065408293497, 80.07991790630496, 65.40707004463543, 77.00079440119252, 58.963556122528956]","[176.31794278708927, 76.78730276465062, 65.67695129417135, 63.09821550938087, 24.102374626399268]","[0, 10, 17, 20, 24]","[1, 6, 14, 21, 26]"
Beef with 10 segments for 1 permutations and bottleneck,1.10757231443741,62.8880750105987,266.577082104818,128.260894633187,203.689007094219,28,7,"[82.68956443011123, 70.85029566413867, 78.56717517518251, 99.22807887566375, 62.88807501059874]","[251.5566064947499, 266.57708210481786, 234.15522934818912, 168.56539369084868, 149.77518130231493]","[143.3373311675904, 144.66781729521918, 117.1179475790563, 125.15827878054728, 111.023098343524]","[168.86704206463867, 195.72678644067918, 155.5880541730066, 69.33731481518493, 86.8871062917162]","[4, 8, 14, 20, 28]","[1, 7, 16, 19, 29]"
Beef with 10 segments for 1 permutations and nobottleneck,0.947564824198405,32.3577768107471,181.75453880374,100.520191685202,149.396761992993,17,28,"[58.89985080646175, 70.42893926515754, 32.35777681074712, 47.80044183402674, 88.35066423881162]","[151.80487534099524, 143.9800876041897, 91.97316070576895, 162.29986643363478, 181.75453880374013]","[107.86991335532834, 100.88834920644098, 68.22377252936508, 89.89358554863271, 135.72533778624376]","[92.90502453453348, 73.55114833903215, 59.61538389502183, 114.49942459960803, 93.40387456492851]","[0, 11, 17, 20, 27]","[2, 9, 14, 21, 28]"
Beef with 10 segments for 2 permutations and nobottleneck,0.879170608634544,26.0104243830723,309.525355502447,96.4808919211535,283.514931119375,19,1,"[74.40380108175958, 34.0493381789905, 47.11526005145407, 26.010424383072344, 26.464061620682717]","[309.52535550244744, 113.49254724673057, 106.60628250841201, 106.26470525496501, 184.04065720099058]","[152.27224341415646, 75.50524515491651, 84.04357586906445, 73.77474774107715, 96.80864742655315]","[235.12155442068786, 79.44320906774007, 59.491022456957936, 80.25428087189266, 157.57659558030787]","[0, 7, 15, 19, 25]","[1, 10, 16, 20, 29]"
Beef with 10 segments for 3 permutations and nobottleneck,0.661520332074753,20.5221841515359,141.707217890357,62.4119665438265,121.185033738821,7,4,"[38.847018142632635, 20.522184151535928, 37.171746622132254, 33.57334563023408, 36.3634892779146]","[141.70721789035662, 124.69401146664487, 67.1338451418658, 97.77623656525438, 76.66653893513094]","[94.76875609876838, 46.74842884817391, 53.04229002384503, 64.74602325739694, 52.75433449094806]","[102.86019974772398, 104.17182731510894, 29.96209851973355, 64.20289093502029, 40.30304965721634]","[0, 7, 14, 23, 27]","[4, 9, 15, 20, 29]"
Beef with 10 segments for 4 permutations and nobottleneck,0.61940331800971,28.4590235857616,245.180526212256,75.765114395238,216.721502626495,25,1,"[58.6554739823613, 32.433092154054854, 34.481345822836104, 43.976400044563995, 28.459023585761617]","[245.1805262122563, 117.99615295615021, 142.87545256808528, 94.28251708616283, 103.57574167021755]","[122.06631827185443, 73.16028740558588, 57.065009329433416, 69.29685028908851, 57.23710668022755]","[186.52505222989498, 85.56306080209535, 108.39410674524918, 50.30611704159883, 75.11671808445594]","[4, 7, 16, 21, 25]","[1, 9, 13, 19, 29]"
Beef with 10 segments for 5 permutations and nobottleneck,0.599989594602424,23.4097664351315,186.966514600765,66.8896867132498,163.556748165634,28,1,"[53.92033730533676, 26.349327976962726, 27.370091645031867, 39.374424913640574, 23.40976643513153]","[186.9665146007654, 88.0606043046859, 94.88601302063728, 77.15241738655646, 66.42323558688916]","[106.6483630463406, 59.986892119897924, 60.86813171718574, 58.92161729793458, 48.023429384889965]","[133.04617729542866, 61.71127632772317, 67.51592137560542, 37.77799247291589, 43.01346915175763]","[0, 11, 16, 23, 28]","[1, 7, 14, 19, 29]"
Beef with 10 segments for 6 permutations and nobottleneck,0.602721899478301,27.5803670834373,237.634850392453,62.7385498692506,210.054483309016,16,1,"[48.87089903520555, 34.58691657640751, 27.58036708343727, 41.05943984470014, 30.344459467500066]","[237.6348503924533, 95.30956764971907, 53.12371861293671, 84.22429415718612, 96.77467896964671]","[105.33685093131078, 58.51590358276771, 34.587425581682034, 62.759810829394105, 52.49275842109844]","[188.76395135724775, 60.72265107331156, 25.543351529499443, 43.164854312485986, 66.43021950214666]","[4, 8, 16, 22, 24]","[1, 9, 14, 19, 27]"
Beef with 10 segments for 7 permutations and nobottleneck,0.536745704217829,20.0037794797862,131.280919272874,49.7163981270302,111.277139793088,28,1,"[43.195403048826854, 21.964019082499036, 24.46667109217674, 26.327431016926045, 20.00377947978622]","[131.2809192728738, 83.32980196389215, 46.222212024883525, 88.74006742014508, 70.22266688071267]","[81.30069575028882, 50.37175894381229, 33.31729981445247, 44.3791099768101, 39.213126149787506]","[88.08551622404696, 61.365782881393116, 21.755540932706786, 62.41263640321904, 50.21888740092645]","[0, 7, 17, 19, 28]","[1, 9, 15, 18, 26]"
Beef with 10 segments for 8 permutations and nobottleneck,0.539838588869051,29.9792832326553,129.668309098979,61.3822021066491,99.6890258663239,29,1,"[50.94805947760899, 35.53044949560234, 32.52363315925063, 30.497332344112326, 29.979283232655334]","[129.66830909897922, 82.40992702305623, 117.12094674464433, 86.80216369332001, 62.14760983914009]","[94.25180203181175, 51.04088162160691, 55.24714607051584, 59.09192393459367, 47.27925687471716]","[78.72024962137023, 46.879477527453886, 84.59731358539369, 56.30483134920769, 32.168326606484754]","[0, 10, 15, 20, 29]","[1, 8, 16, 22, 26]"
Beef with 10 segments for 9 permutations and nobottleneck,0.675054347420789,27.0016488094207,129.033351676707,62.2691748172607,102.031702867286,11,3,"[36.07030840553206, 27.001648809420693, 29.072033105148193, 28.13972764292406, 33.4068184781648]","[129.03335167670667, 107.113500785215, 111.12613350246619, 83.49750351135846, 65.77705675297548]","[86.31622274798518, 61.70811669227393, 63.385245050115536, 53.7631456078746, 46.17314398805427]","[92.96304327117461, 80.11185197579431, 82.054100397318, 55.3577758684344, 32.37023827481068]","[0, 11, 14, 22, 27]","[3, 7, 17, 19, 28]"
Beef with 10 segments for 10 permutations and nobottleneck,0.614826128036492,31.4681671405117,155.394480506661,67.2000657905558,123.926313366149,15,2,"[60.928763451133584, 33.022843281735724, 31.46816714051169, 33.80468819624679, 38.35564548563303]","[155.39448050666098, 90.63140511757504, 99.61655219810898, 73.78781731801587, 82.78670602387945]","[107.48558360251486, 57.513298200712605, 50.62030728426356, 56.50677930976233, 63.87436055552589]","[94.46571705552739, 57.60856183583932, 68.1483850575973, 39.983129121769075, 44.43106053824641]","[0, 6, 15, 22, 28]","[2, 9, 12, 18, 26]"
Beef with 11 segments for 1 permutations and bottleneck,1.09701815735738,80.4773281295078,275.741701280367,144.165619252558,195.264373150859,20,29,"[109.80491448328138, 81.75023156846378, 85.46178208185864, 80.47732812950775, 87.23830521584509]","[215.66655986246678, 255.25940187784371, 158.85556840726957, 172.35684907520783, 275.74170128036656]","[147.6924765407641, 165.4583403236039, 117.04542570676556, 130.45201653979362, 160.17983715186105]","[105.8616453791854, 173.50917030937995, 73.39378632541093, 91.87952094570008, 188.50339606452147]","[0, 8, 14, 20, 27]","[2, 10, 13, 19, 29]"
Beef with 11 segments for 1 permutations and nobottleneck,1.06601428226272,36.3435096502898,184.200606746646,110.041643179175,147.857097096356,17,9,"[54.216786638876, 51.71616910178492, 36.343509650289796, 81.00337630495952, 79.04825070213653]","[172.80974216468576, 184.20060674664575, 165.12151094032012, 166.90234668323262, 151.45565489501323]","[101.18067915838945, 102.3663028269843, 113.42999738872165, 114.14452796055282, 119.0867085612271]","[118.59295552580976, 132.48443764486083, 128.77800129003032, 85.8989703782731, 72.4074041928767]","[4, 7, 17, 23, 26]","[3, 9, 16, 19, 25]"
Beef with 11 segments for 2 permutations and nobottleneck,0.973782952873028,52.4796486385908,181.359210301075,105.32614595806,128.879561662484,16,23,"[73.11455434533232, 63.818320735555055, 52.479648638590845, 73.04469981573337, 60.36926265889955]","[177.12790525443157, 165.0781323062181, 146.41997094905457, 181.3592103010747, 128.37658438115824]","[114.76129336639633, 112.92023343679148, 77.76904205094554, 119.53556034136352, 101.64460059480363]","[104.01335090909924, 101.25981157066303, 93.94032231046373, 108.31451048534134, 68.0073217222587]","[1, 6, 16, 20, 26]","[3, 11, 13, 23, 29]"
Beef with 11 segments for 3 permutations and nobottleneck,0.843133627986319,35.499877403042,203.235612163775,93.7531787968843,167.735734760733,17,2,"[72.74412806877191, 40.94442676490828, 35.49987740304204, 50.577588009696264, 57.5643697106479]","[203.23561216377536, 134.6268290261561, 124.38112996829086, 126.75186379828115, 111.0643448804428]","[136.49836006093338, 100.1949031059033, 66.86508343988041, 90.97134834471073, 74.2361990329938]","[130.49148409500344, 93.6824022612478, 88.88125256524881, 76.17427578858488, 53.4999751697949]","[5, 6, 17, 21, 24]","[2, 7, 13, 19, 28]"
Beef with 11 segments for 4 permutations and nobottleneck,0.830241849173403,28.252541794318,292.735830272998,94.1300881816812,264.48328847868,0,1,"[28.252541794317963, 50.86389009157322, 33.70343662627816, 53.596940582684915, 43.51126602559734]","[292.7358302729978, 138.4903740591299, 89.62576038752653, 122.9330917961988, 129.53194988251315]","[142.15251573505535, 95.40592777388157, 63.17695278533886, 90.91103225326957, 79.00401236086036]","[264.48328847867987, 87.62648396755668, 55.922323761248364, 69.33615121351389, 86.02068385691581]","[0, 8, 17, 18, 29]","[1, 9, 13, 22, 24]"
Beef with 11 segments for 5 permutations and nobottleneck,0.6846327440113,27.3356517324886,170.971219550297,79.3731226199729,143.635567817809,23,3,"[40.44276739649899, 31.826132026370328, 28.081903001639326, 27.33565173248858, 30.300723530024584]","[170.97121955029726, 152.50444117696256, 143.11505063944222, 124.1806642326658, 97.65249882649495]","[128.7052902913479, 71.2648694742711, 59.09321022160656, 80.91776435561756, 56.884478757021135]","[130.52845215379827, 120.67830915059223, 115.0331476378029, 96.84501250017723, 67.35177529647036]","[0, 6, 12, 23, 29]","[3, 9, 17, 18, 24]"
Beef with 11 segments for 6 permutations and nobottleneck,0.709117975554208,32.138665897948,123.116926453713,76.3616666820403,90.9782605557652,10,4,"[77.57021225031171, 32.13866589794796, 34.00259597295052, 48.13083465807945, 57.535892411173855]","[123.11692645371319, 112.96227732387676, 102.68328052886972, 110.93152708785345, 83.25540824160888]","[99.18830343114577, 78.31690564543386, 63.14070967060027, 72.0550266387353, 69.10738802428607]","[45.54671420340148, 80.8236114259288, 68.68068455591919, 62.800692429774, 25.71951583043502]","[2, 10, 15, 22, 28]","[4, 7, 13, 19, 26]"
Beef with 11 segments for 7 permutations and nobottleneck,0.696286279452004,20.3396738544363,142.239813032475,72.3505418140522,121.900139178039,25,9,"[61.01438542955333, 22.99644904621056, 31.460983113899527, 31.769687854357162, 20.33967385443629]","[136.72848451973292, 142.23981303247479, 66.301524587157, 98.3730668789988, 100.22574279729254]","[101.57168083559405, 75.35804580224179, 45.14123986362805, 70.06030617442657, 69.62143639437046]","[75.71409909017959, 119.24336398626423, 34.840541473257474, 66.60337902464164, 79.88606894285626]","[0, 7, 16, 22, 25]","[1, 9, 12, 23, 29]"
Beef with 11 segments for 8 permutations and nobottleneck,0.617706193154002,30.0949029849144,178.093511489144,72.4703328551977,147.998608504229,17,4,"[36.622207935051634, 37.08340736737637, 30.09490298491442, 65.84027641289074, 43.553392123885125]","[178.09351148914354, 106.17358113726456, 69.72992024474654, 120.78594853852833, 99.32280213706926]","[108.60496825997501, 68.62620164215649, 44.48450643472205, 80.43845055988282, 60.197537379252005]","[141.4713035540919, 69.0901737698882, 39.63501725983212, 54.945672125637586, 55.769410013184135]","[0, 6, 17, 18, 27]","[4, 7, 12, 19, 29]"
Beef with 11 segments for 9 permutations and nobottleneck,0.653120788644482,25.3967210433374,208.486560533497,68.6981134850422,183.08983949016,25,1,"[42.20352330691153, 38.95873377665012, 33.02586270567619, 33.12204229471569, 25.396721043337443]","[208.4865605334971, 81.52217520492984, 55.17278350830587, 102.68141997310086, 104.99586562795636]","[117.64130027236986, 65.08236600233175, 44.10622470985638, 55.11570027066811, 61.544976169985]","[166.28303722658558, 42.56344142827972, 22.14692080262968, 69.55937767838518, 79.59914458461893]","[0, 11, 16, 20, 25]","[1, 8, 15, 18, 29]"
Beef with 11 segments for 10 permutations and nobottleneck,0.570252508697183,19.9235008915057,168.436726012275,61.7646046557482,148.51322512077,13,5,"[34.673601899609636, 39.39905944805053, 19.923500891505725, 26.85316585316794, 21.34067023915657]","[168.43672601227544, 93.66256730155781, 77.22540309096848, 67.21758041688263, 85.10494657603604]","[107.63701371761601, 68.19975936838632, 43.61922574338299, 43.71062879250088, 45.656395656854926]","[133.76312411266582, 54.263507853507285, 57.30190219946276, 40.36441456371469, 63.764276336879476]","[0, 6, 13, 19, 28]","[5, 10, 12, 22, 27]"
Beef with 11 segments for 11 permutations and nobottleneck,0.44859965717439,21.6882254753912,108.086293805231,53.5859305398246,86.3980683298397,7,3,"[32.98456814248876, 21.688225475391178, 26.056895777608943, 33.239058119883275, 23.76174049312917]","[108.08629380523088, 91.84442372455212, 57.559327306325834, 56.86734409079915, 106.864493018805]","[72.44528876383383, 54.21033757623969, 44.324631645632216, 41.35795247726706, 55.591442236150435]","[75.10172566274213, 70.15619824916094, 31.50243152871689, 23.628285970915876, 83.10275252567584]","[4, 7, 13, 19, 28]","[3, 9, 14, 23, 29]"
Beef with 12 segments for 1 permutations and bottleneck,0.994969064015335,56.2082819592571,301.521008936058,126.530976236773,245.312726976801,19,9,"[61.604972109821254, 64.86087095832126, 67.05431940443214, 56.20828195925711, 89.11264588963999]","[241.20917884850755, 301.5210089360582, 149.90521972687478, 182.24681721966314, 274.32721705023613]","[151.02467756917778, 145.92793022194016, 103.91809047289915, 99.91511144909784, 131.86907147074996]","[179.6042067386863, 236.66013797773695, 82.85090032244264, 126.03853526040604, 185.21457116059614]","[0, 6, 14, 19, 29]","[2, 9, 17, 22, 26]"
Beef with 12 segments for 1 permutations and nobottleneck,1.0030910637469,47.3241850904566,193.577474512171,105.743401501016,146.253289421714,13,2,"[100.34899151289193, 57.078939228715804, 47.32418509045656, 65.22256388421626, 56.1873730165482]","[193.57747451217068, 130.35422528552468, 107.86187672913881, 144.81691628326521, 120.17902481883876]","[154.5166708999604, 95.45925385117242, 82.1823272467946, 99.65279674809683, 96.905958759057]","[93.22848299927875, 73.27528605680888, 60.537691638682254, 79.59435239904896, 63.991651802290555]","[0, 6, 13, 22, 25]","[2, 8, 12, 21, 24]"
